val_loss,val_accuracy,loss,accuracy
0.4254302382469177,0.8223350048065186,0.5709927283525467,0.6930000185966492
0.4165725111961365,0.8711340427398682,0.3752801196136225,0.8531187176704407
0.5794616937637329,0.8105670213699341,0.3461362563967705,0.8610000014305115
0.48040589690208435,0.8578680157661438,0.29787466741552804,0.8861584663391113
0.511203408241272,0.8840206265449524,0.27589561128867424,0.9017050862312317
1.4666962623596191,0.7951030731201172,0.24691874924729557,0.9047141671180725
0.12058638781309128,0.8718274235725403,0.255978895091604,0.9067201614379883
0.32102274894714355,0.8634020686149597,0.24971426260471344,0.9114999771118164
1.1195361614227295,0.8376288414001465,0.23638841572592229,0.9202607870101929
0.1771361380815506,0.8794416189193726,0.2377613892406225,0.9235000014305115
0.2081572264432907,0.8801546096801758,0.21398465745636788,0.9197592735290527
0.0264209546148777,0.8943299055099487,0.23225789708659844,0.9212638139724731
0.10544908046722412,0.8781725764274597,0.2274332295358181,0.9235000014305115
0.6079593896865845,0.8492268323898315,0.19904318493294343,0.9275653958320618
0.006797177251428366,0.8492268323898315,0.21050639447942376,0.9309999942779541
0.44394153356552124,0.8197969794273376,0.2013116272515734,0.9312939047813416
0.03746917098760605,0.8853092789649963,0.19899735169311464,0.9358074069023132
1.782515525817871,0.7835051417350769,0.21244196993566922,0.9287863373756409
0.3043302297592163,0.9060913920402527,0.20637870739400388,0.9365000128746033
0.44065332412719727,0.8273195624351501,0.2018270081837653,0.932296872138977
0.007318471092730761,0.8891752362251282,0.23318884537042442,0.9252758026123047
0.17966195940971375,0.9010152220726013,0.213298795633018,0.9359999895095825
0.3328080475330353,0.8659793734550476,0.22218683983760706,0.9343029260635376
0.03928276523947716,0.8247422575950623,0.18966309277484625,0.9428284764289856
0.13028493523597717,0.8718274235725403,0.1876631821617484,0.9365000128746033
0.6760372519493103,0.8543814420700073,0.1978182466018762,0.9368104338645935
0.2690460681915283,0.8543814420700073,0.22169563453177452,0.9317953586578369
0.38771989941596985,0.8921319842338562,0.19449672777764498,0.9350000023841858
0.8598961234092712,0.8685566782951355,0.20264017420035732,0.9361166954040527
0.34859827160835266,0.905927836894989,0.19400902269221842,0.9415000081062317
1.162832498550415,0.8895938992500305,0.20212009001965495,0.9351106882095337
0.11041060090065002,0.8569587469100952,0.19838805118948222,0.9380000233650208
0.027275821194052696,0.8775773048400879,0.18462400885950775,0.9419999718666077
0.8326199054718018,0.8096446990966797,0.23555535895594862,0.9348044395446777
0.2382381111383438,0.8505154848098755,0.19022014697989376,0.9393179416656494
0.003912796266376972,0.8556700944900513,0.22971734220162035,0.9340000152587891
0.19376499950885773,0.8946700692176819,0.182255395340155,0.9408224821090698
0.2803766131401062,0.8981958627700806,0.21804058433920745,0.9330986142158508
3.4290010929107666,0.8543814420700073,0.19936485683917998,0.9380000233650208
0.02583358623087406,0.8972080945968628,0.21700949680785028,0.9332998991012573
0.05773504823446274,0.9007731676101685,0.19313841146849461,0.929287850856781
0.006056515965610743,0.8208763003349304,0.19373828014731406,0.940500020980835
0.7761915922164917,0.8769035339355469,0.19530553197340597,0.9353058934211731
2.6412341594696045,0.7719072103500366,0.17835129269117578,0.9418254494667053
3.1606862545013428,0.8724226951599121,0.20674318093061447,0.9394999742507935
0.5455018281936646,0.8578680157661438,0.20280136099998786,0.9363089203834534
0.8486157655715942,0.7951030731201172,0.18650656710626368,0.94132399559021
1.2002830505371094,0.8621134161949158,0.1875025561619307,0.932296872138977
0.7681941986083984,0.796954333782196,0.1863869631960988,0.9390000104904175
0.25373682379722595,0.8698453903198242,0.19879087002961005,0.9343029260635376
