val_loss,val_accuracy,loss,accuracy
0.5907719731330872,0.6812499761581421,0.5526904889345169,0.7354999780654907
0.3227933347225189,0.8525000214576721,0.3677921922206879,0.847000002861023
0.3234589397907257,0.7599999904632568,0.29779143145680426,0.8809999823570251
0.2622593641281128,0.8274999856948853,0.3049681551158428,0.8845000267028809
0.634334921836853,0.75,0.2700807912647724,0.8899999856948853
0.8068344593048096,0.8387500047683716,0.2611026795580983,0.9100000262260437
0.25309479236602783,0.8349999785423279,0.24717643868923186,0.9075000286102295
0.38528937101364136,0.8512499928474426,0.22659480001032353,0.9164999723434448
1.0110890865325928,0.8050000071525574,0.2096226977556944,0.9319999814033508
0.4634368419647217,0.8450000286102295,0.21773805352672934,0.9235000014305115
0.2975390553474426,0.8600000143051147,0.21320321585983038,0.9190000295639038
0.5843415260314941,0.7975000143051147,0.21655830425024034,0.9300000071525574
0.7646017670631409,0.8137500286102295,0.22265838964283466,0.9369999766349792
0.3030981719493866,0.856249988079071,0.20980300430208446,0.9350000023841858
0.544680118560791,0.893750011920929,0.21612297597527505,0.9290000200271606
0.7631489038467407,0.8500000238418579,0.1862571490854025,0.9394999742507935
0.07163331657648087,0.8849999904632568,0.18470675173960627,0.9445000290870667
0.019955456256866455,0.9049999713897705,0.21060066981986164,0.9284999966621399
0.44091668725013733,0.8887500166893005,0.18379122364521028,0.9424999952316284
0.19601929187774658,0.8349999785423279,0.19467879863083362,0.9304999709129333
0.17562773823738098,0.8712499737739563,0.21214911172166467,0.9334999918937683
0.445109099149704,0.8587499856948853,0.19561985244601965,0.9375
0.38788676261901855,0.8999999761581421,0.19276228979974985,0.934499979019165
0.03970922529697418,0.9024999737739563,0.18263249684497715,0.9474999904632568
0.4059791564941406,0.9049999713897705,0.19814688477665185,0.9355000257492065
2.0736122131347656,0.8787500262260437,0.18920739989914,0.9399999976158142
3.249903678894043,0.7337499856948853,0.20078417878597976,0.9334999918937683
0.4029178321361542,0.7862499952316284,0.170145298730582,0.9484999775886536
0.30634891986846924,0.8862500190734863,0.18229890136420726,0.9434999823570251
0.08036044239997864,0.8575000166893005,0.20066992752999066,0.9390000104904175
1.5749595165252686,0.7275000214576721,0.19347670784778892,0.9369999766349792
0.1446319967508316,0.7762500047683716,0.18546504985168577,0.9409999847412109
0.7847554087638855,0.8512499928474426,0.18278447222616523,0.9470000267028809
1.1106667518615723,0.8299999833106995,0.1994131313562393,0.940500020980835
0.48693209886550903,0.9100000262260437,0.18357392330653965,0.9455000162124634
0.18201345205307007,0.8712499737739563,0.1903457205221057,0.9419999718666077
0.47445350885391235,0.8525000214576721,0.17465399365406484,0.9465000033378601
0.2884078621864319,0.8187500238418579,0.19369686575978995,0.9334999918937683
0.43624600768089294,0.8424999713897705,0.21355253061652182,0.9375
0.3220908045768738,0.8887500166893005,0.1611856902502477,0.9484999775886536
0.020388998091220856,0.9075000286102295,0.21185030711069702,0.9474999904632568
0.5914819240570068,0.8550000190734863,0.19090782225690783,0.9369999766349792
0.00012244954996276647,0.824999988079071,0.1728076488431543,0.9470000267028809
0.3294910192489624,0.8787500262260437,0.1834343808926642,0.9430000185966492
0.3228459358215332,0.90625,0.16626800648123025,0.9449999928474426
0.0701742023229599,0.887499988079071,0.17609345353674144,0.949999988079071
0.032235462218523026,0.8550000190734863,0.19473622667975723,0.9445000290870667
1.236039400100708,0.8274999856948853,0.1592087947782129,0.9559999704360962
1.282400131225586,0.8675000071525574,0.1946980050355196,0.9409999847412109
0.41180288791656494,0.8349999785423279,0.20182529984414577,0.940500020980835
